id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
229,2025,Indian Express - Entertainment,229,Smriti Mandhana’s father discharged as wedding with Palash Muchhal remains postponed; Team India deletes wedding videos,,,Smriti Mandhana,https://indianexpress.com/article/entertainment/bollywood/smriti-mandhana-father-discharged-palash-muchhal-wedding-still-postponed-team-india-deletes-wedding-videos-10386483/
230,2025,Indian Express - Entertainment,230,"Vishal Bhardwaj recalls how Gulzar shaped ‘Ibn-e-Batuta’ and ‘Chappa Chappa’, calls him a ‘god of lyrics’",,,Gulzar;Lata Mangeshkar;Vishal Bharadwaj,https://indianexpress.com/article/entertainment/bollywood/vishal-bhardwaj-recalls-how-gulzar-shaped-ibn-e-batuta-and-chappa-chappa-god-of-lyrics-10385440/
231,2025,Indian Express - Entertainment,231,"‘I’m Dharmendra, I’ll kill him’: When Dharmendra wasn’t entirely satisfied with his death scene in Johnny Gaddaar",,,Dharmendra;Johnny gaddar;Neil Nitin Mukesh;Sriram Raghavan,https://indianexpress.com/article/entertainment/bollywood/when-dharmendra-wasnt-entirely-satisfied-with-his-death-scene-in-johnny-gaddaar-10385522/
232,2025,Indian Express - Entertainment,232,"Ahead of Stranger Things Season 5, here is the only recap you’ll need before jumping into it",,,hollywood;Netflix;Stranger Things,https://indianexpress.com/article/entertainment/hollywood/ahead-of-stranger-things-season-5-here-is-the-only-recap-youll-need-before-jumping-into-it-10385485/
233,2025,Indian Express - Entertainment,233,"Donald Trump couldn’t keep his hands off Zohran Mamdani, says Jimmy Kimmel: ‘Trump loves when famous people meet him’",,,Jimmy Kimmel;Jimmy Kimmel Live;US President Donald Trump;Zohran Mamdani,https://indianexpress.com/article/entertainment/hollywood/donald-trump-couldnt-keep-his-hands-off-zohran-mamdani-says-jimmy-kimmel-10385398/
234,2025,Indian Express - Entertainment,234,"Glen Powell is gearing up for the greatest inheritance battle in How To Make A Killing, watch trailer",,,hollywood;Hollywood films,https://indianexpress.com/article/entertainment/hollywood/glen-powell-is-fighting-the-greatest-inheritance-battle-in-how-to-make-a-killing-trailer-10385752/
235,2025,Indian Express - Entertainment,235,"Stranger Things cast reveal their least favourite season, most messy cast member ahead of Stranger Things 5 release",,,hollywood;Stranger Things,https://indianexpress.com/article/entertainment/hollywood/stranger-things-cast-reveal-their-least-favourite-season-most-messy-cast-member-ahead-of-stranger-things-5-release-10386632/
236,2025,Indian Express - Entertainment,236,Amala Akkineni says daughter-in-law Zainab brought ‘new sensibility of Islam’ into Hindu home; father-in-law ANR followed ‘no religion’,,,Akkineni Nagarjuna;Naga Chaitanya;Sobhita Dhulipala,https://indianexpress.com/article/entertainment/telugu/amala-akkineni-daughter-in-law-zainab-new-sensibility-of-islam-hindu-home-father-in-law-anr-no-religion-10386621/
237,2025,Indian Express - Entertainment,237,"Naga Chaitanya lived with mom, got to know him when he was a young man, says stepmom Amala Akkineni: ‘Akhil’s my son’",,,Akkineni Nagarjuna;Naga Chaitanya,https://indianexpress.com/article/entertainment/telugu/naga-chaitanya-lived-with-mother-know-him-young-man-stepmom-amala-akkineni-nagarjuna-second-wife-10386734/
238,2025,Indian Express - Entertainment,238,"Would love to keep telling Nigerian stories, says Debutant director whose work is UK’s Oscar entry",,,Oscars,https://indianexpress.com/article/entertainment/would-love-to-keep-telling-nigerian-stories-says-debutant-director-whose-work-is-uks-oscar-entry-10386308/
239,2025,Indian Express - Entertainment,239,"Ajay Devgn, Ranbir Kapoor, Alia Bhatt, Saif Ali Khan, Farah Khan visit Dharmendra’s residence to offer their condolences. Watch",,,Shared post,https://indianexpress.com/article/entertainment/bollywood/ajay-devgn-ranbir-kapoor-alia-bhatt-saif-ali-khan-farah-khan-visit-dharmendras-residence-to-offer-their-condolences-10385364/
240,2025,Indian Express - Entertainment,240,Archana Puran Singh reflects on early career struggles: ‘Used to go from agency to agency’,,,Archana Puran Singh;bollywood;Parmeet Sethi,https://indianexpress.com/article/entertainment/bollywood/archana-puran-singh-reflects-on-early-career-struggles-used-to-go-from-agency-to-agency-10384952/
241,2025,Indian Express - Entertainment,241,"To catapult yourself in Bollywood, you need PR, be seen at events, hire stylists: Rakul Preet Singh details ‘hazaron ka kharcha’",,,Rakul Preet Singh,https://indianexpress.com/article/entertainment/bollywood/become-bollywood-star-need-pr-stylists-seen-at-events-rakul-preet-singh-hazaron-ka-kharcha-10384988/
242,2025,Indian Express - Entertainment,242,Actor Celina Jaitly alleges domestic violence against husband Peter Haag,,,Celina Jaitly,https://indianexpress.com/article/entertainment/bollywood/celina-jaitly-accuses-austrian-husband-of-domestic-violence-demands-rs-50-cr-damages-rs-10-lakh-monthly-maintenance-10385016/
243,2025,Indian Express - Entertainment,243,Celina Jaitly alleges her husband often called her a ‘maidservant’; forced her to transfer Mumbai home to him,,,A post shared by Celina Jaitly (@celinajaitlyofficial),https://indianexpress.com/article/entertainment/bollywood/celina-jaitly-alleges-husband-called-her-a-maidservant-forced-her-to-transfer-mumbai-home-10385368/
244,2025,Indian Express - Entertainment,244,"Deepika Padukone’s 8-hour workday demand shouldn’t be news, says Haq director: ‘Existed for decades now’",,,Deepika Padukone,https://indianexpress.com/article/entertainment/bollywood/deepika-padukone-8-hour-workday-demand-nothing-new-existed-for-decades-10384745/
245,2025,Indian Express - Entertainment,245,Dharmendra’s swan song Ikkis to include a special homage to him? Co-writer says ‘His final performance will speak’,,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/dharmendra-final-film-ikkis-special-homage-sriram-raghavan-10384671/
246,2025,Indian Express - Entertainment,246,"Dhurandhar not based on Mohit Sharma’s life, says Aditya Dhar: The soldier who shot terrorists point-blank with their own weapon",,,Dhurandhar;Ranveer Singh,https://indianexpress.com/article/entertainment/bollywood/dhurandhar-real-life-story-mohit-sharma-shot-terrorists-point-blank-with-their-own-weapon-kahwa-10384977/
247,2025,Indian Express - Entertainment,247,Dhurandhar song Ishq Jalakar: Ranveer Singh film returns with 65-year-old song. Watch,,,Ranveer Singh,https://indianexpress.com/article/entertainment/bollywood/dhurandhar-song-ishq-jalakar-ranveer-singh-film-returns-with-65-year-old-song-watch-10385225/
248,2025,Indian Express - Entertainment,248,"Kajol-Ajay Devgn have trust, faith in relationship; Akshay Kumar-Twinkle Khanna have ‘fun chemistry’: Rakul Preet Singh",,,Ajay Devgn;Akshay Kumar;Kajol;Twinkle Khanna,https://indianexpress.com/article/entertainment/bollywood/kajol-ajay-devgn-trust-faith-relationship-akshay-kumar-twinkle-khanna-fun-chemistry-rakul-preet-singh-10385224/
249,2025,Indian Express - Entertainment,249,‘Not a quack but a cancer survivor’: Sonali Bendre defends her naturopathy claim after facing backlash,,,Sonali Bendre,https://indianexpress.com/article/entertainment/bollywood/not-a-quack-but-a-cancer-survivor-sonali-bendre-defends-her-naturopathy-claim-after-facing-backlash-10384895/
250,2025,Indian Express - Entertainment,250,Palak Muchhal visits hospital to meet brother Palash; rumours mount over why Smriti Mandhana postponed wedding,,,Shared post,https://indianexpress.com/article/entertainment/bollywood/palak-muchhal-visits-hospital-meet-brother-palash-muchhal-rumours-smriti-mandhana-postponed-wedding-10384979/
251,2025,Indian Express - Entertainment,251,"Pooja Bedi quit Bollywood due to husband’s conservative Muslim family: ‘At 32, I was left with a divorce, no alimony’",,,bollywood;Pooja bedi,https://indianexpress.com/article/entertainment/bollywood/pooja-bedi-quit-bollywood-due-to-husbands-conservative-muslim-family-at-32-i-was-left-with-a-divorce-no-alimony-10385031/
252,2025,Indian Express - Entertainment,252,‘Send me if a bulb is not working at Shah Rukh Khan’s house’: Rakul Preet Singh got ‘upset’ when husband Jackky welcomed star tenant,,,Jackky Bhagnani;Rakul Preet Singh;Shah Rukh Khan,https://indianexpress.com/article/entertainment/bollywood/shah-rukh-khan-house-bulb-not-working-rakul-preet-singh-10385305/
253,2025,Indian Express - Entertainment,253,"Who is Smriti Mandhana’s fiance Palaash Muchhal, and what led to their wedding being postponed? Here’s what we know",,,A post shared by Smriti Mandhana (@smriti_mandhana),https://indianexpress.com/article/entertainment/bollywood/smriti-mandhana-palash-muchhal-wedding-date-functions-reason-postponed-10385246/
254,2025,Indian Express - Entertainment,254,"Waheeda Rehman says she rarely spoke to Dharmendra on set, he agreed to do her film when all Bollywood heroes said no",,,Dharmendra;Waheeda Rehman,https://indianexpress.com/article/entertainment/bollywood/waheeda-rehman-rarely-spoke-to-dharmendra-agreed-to-do-film-all-bollywood-heroes-said-no-10384622/
255,2025,Indian Express - Entertainment,255,"Who is Celina Jaitly’s husband Peter Haag: An Austrian hotelier she has accused of abuse, domestic violence",,,Celina Jaitly,https://indianexpress.com/article/entertainment/bollywood/who-is-celina-jaitlys-husband-peter-haag-inside-the-life-of-austrian-hotelier-she-has-accused-of-abuse-domestic-violence-10385245/
256,2025,Indian Express - Entertainment,256,Christopher Nolan demanded Matt Damon to grow full rugged beard for The Odyssey: ‘I’m not a big fan of wigs and fake beards’,,,Christopher Nolan;matt damon,https://indianexpress.com/article/entertainment/hollywood/christopher-nolan-demanded-matt-damon-to-grow-full-rugged-beard-for-the-odyssey-not-a-big-fan-of-fake-beards-10385140/
257,2025,Indian Express - Entertainment,257,"International Emmys 2025: UK wins big with Rivals, Ludwig; Anna Maxwell Martin and Oriol Pla bag top acting honours",,,Emmy,https://indianexpress.com/article/entertainment/hollywood/international-emmys-2025-uk-wins-big-with-rivals-ludwig-anna-maxwell-martin-and-oriol-pla-bag-top-acting-honours-10385323/
258,2025,Indian Express - Entertainment,258,"Dharmendra never acted in a Malayalam movie, but a blockbuster comedy made his name unforgettable to Gen Z",,,Dharmendra;Malayalam Cinema;Malayalam film industry;Once Upon a Time in Mollywood,https://indianexpress.com/article/entertainment/malayalam/dharmendra-never-acted-in-malayalam-movie-blockbuster-comedy-made-name-unforgettable-to-gen-z-10385105/
259,2025,Indian Express - Entertainment,259,Producer of Prithviraj’s Vilayath Buddha accuses YouTube channel of resorting to ‘cyberterrorism’ in review,,,Malayalam Cinema;Malayalam film industry;Prithviraj Sukumaran,https://indianexpress.com/article/entertainment/malayalam/producer-of-prithvirajs-vilayath-buddha-accuses-youtube-channel-of-resorting-to-cyberterrorism-in-review-10384786/
260,2025,Indian Express - Entertainment,260,‘Time to disband’: The real reason behind BTS’ RM shocking remark during chat with Jimin,,,BTS,https://indianexpress.com/article/entertainment/music/bts-rm-says-time-to-disband-real-reason-for-shocking-claim-jimin-chat-10384805/
261,2025,Indian Express - Entertainment,261,"‘Amaal Mallik a lovely human being, Tanya Mittal is ambitious’: Kunickaa Sadanand",,,A post shared by Kunickaa Sadanand (@iam_kunickaasadanand),https://indianexpress.com/article/entertainment/television/amaal-mallik-a-lovely-human-being-tanya-mittal-is-ambitious-says-kunickaa-sadanand-10384732/
262,2025,Indian Express - Entertainment,262,"Kunickaa Sadanand on discussing relationship with Kumar Sanu, affairs on Bigg Boss 19: ‘It was never to degrade anyone’",,,A post shared by JioHotstar Reality (@jiohotstarreality),https://indianexpress.com/article/entertainment/television/kunickaa-sadanand-relationships-affairs-kumar-sanu-bigg-boss-19-never-to-degrade-10384652/
263,2025,Indian Express - Entertainment,263,Shubhangi Atre confirms Shilpa Shinde’s return to Bhabiji Ghar Par Hai: ‘I could not have asked for a better exit’,,,A post shared by Shubhangi Atre (@shubhangiaofficial),https://indianexpress.com/article/entertainment/television/shubhangi-atre-confirms-shilpa-shindes-return-to-bhabiji-ghar-par-hai-i-could-not-have-asked-for-a-better-exit-10384950/
264,2025,Indian Express - Entertainment,264,"120 Bahadur vs Mastiii 4 box office collection day 4: Vivek Oberoi, Riteish Deshmukh, Aftab Shivdasani’s comedy takes over Farhan Akhtar’s military drama on first Monday",,,,https://indianexpress.com/article/entertainment/bollywood/120-bahadur-mastiii-4-box-office-collection-day-4-farhan-akhtar-vivek-oberoi-10384471/
265,2025,Indian Express - Entertainment,265,5 things you should know about Dharmendra’s death,,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/5-things-you-should-know-about-dharmendras-death-10383961/
266,2025,Indian Express - Entertainment,266,‘No man more handsome’: Amitabh Bachchan once admitted he wasn’t jealous of Jaya’s crush on Dharmendra; pens emotional tribute,,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/amitabh-bachchan-dharmendra-emotional-note-admitted-not-jealous-jaya-bachchan-crush-10384476/
267,2025,Indian Express - Entertainment,267,Vivaan Shah on Ikkis co-star Dharmendra: ‘He was a man’s man but with the soul of a poet’,,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/dharmendra-1935-2025-hes-a-mans-man-with-the-soul-of-a-poet-vivaan-shah-10384352/
268,2025,Indian Express - Entertainment,268,"Dharmendra (1935-2025) | ‘When he punched someone, you could feel it land’: Sudhir Mishra",,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/dharmendra-1935-2025-when-he-punched-someone-you-could-feel-it-land-sudhir-mishra-10384338/
269,2025,Indian Express - Entertainment,269,"Dharmendra was critical, Sunny Deol couldn’t wrap his head around it: Ameesha Patel recalls family’s toughest time",,,A post shared by Ameesha Patel (@ameeshapatel9),https://indianexpress.com/article/entertainment/bollywood/dharmendra-critical-sunny-deol-shocked-ameesha-patel-recalls-family-toughest-time-10384693/
270,2025,Indian Express - Entertainment,270,Dharmendra dies at 89: The He-Man who was Everyman’s Hero,,,Dharmendra;Express Premium,https://indianexpress.com/article/entertainment/bollywood/dharmendra-dies-89-he-man-everyman-hero-10384346/
271,2025,Indian Express - Entertainment,271,"Dharmendra, wife Prakash Kaur lived at their 100-acre Khandala farmhouse, turned it into a paradise",,,A post shared by Dharmendra Deol (@aapkadharam),https://indianexpress.com/article/entertainment/bollywood/dharmendra-wife-prakash-kaur-100-acre-khandala-farmhouse-bobby-deol-paradise-10383354/
272,2025,Indian Express - Entertainment,272,"Dharmendra apologised to Javed Akhtar after scolding him on film set, left him ’embarrassed’: ‘There was no need for him to…’",,,Dharmendra;javed akhtar,https://indianexpress.com/article/entertainment/bollywood/dharmendra-yelled-javed-akhtar-apologised-later-embarrassed-10384499/
273,2025,Indian Express - Entertainment,273,"‘Dharmendra’s films made us laugh, cry and taught us romance too’",,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/dharmendras-films-made-us-laugh-cry-and-taught-us-romance-too-10384625/
274,2025,Indian Express - Entertainment,274,"Diljit Dosanjh, Amar Singh Chamkila lose out at International Emmy Awards 2025",,,Diljit Dosanjh;Imtiaz Ali,https://indianexpress.com/article/entertainment/bollywood/diljit-dosanjh-amar-singh-chamkila-lose-out-at-international-emmy-awards-2025-10384390/
275,2025,Indian Express - Entertainment,275,‘Iss bachchi ko kuchh ho jayega’: Honey Irani recalls Dharmendra protecting her as a child during a dangerous stunt sequence,,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/honey-irani-recalls-dharmendra-protecting-her-as-a-child-during-a-dangerous-stunt-sequence-10384511/
276,2025,Indian Express - Entertainment,276,"Inside Manish Malhotra’s home with personal lift, mogra-decorated corners, lush outdoor space, lava-themed bathroom",,,farah khan;Manish Malhotra,https://indianexpress.com/article/entertainment/bollywood/inside-manish-malhotras-home-with-personal-lift-lush-outdoor-space-lava-themed-bathroom-10383814/
277,2025,Indian Express - Entertainment,277,"Dharmendra death: Sanjay Khan, Kajol, Shilpa Shetty, and others arrive at late actor’s residence to offer condolences",,,A post shared by Varinder Chawla (@varindertchawla),https://indianexpress.com/article/entertainment/bollywood/kajol-shilpa-shetty-sanjay-khan-farah-akhtar-arrive-at-dharmendra-residence-to-offer-condolences-10383930/
278,2025,Indian Express - Entertainment,278,Manish Malhotra walked off Shah Rukh Khan’s set after fight with Farah Khan: ‘He didn’t take my calls’,,,farah khan;Juhi Chawla;Manish Malhotra;Shah Rukh Khan,https://indianexpress.com/article/entertainment/bollywood/manish-malhotra-walked-off-shah-rukh-khan-set-farah-khan-fight-mean-comments-10384567/
279,2025,Indian Express - Entertainment,279,Rajinikanth says Dharmendra had a ‘golden heart’; Bollywood legend’s old post of their hilarious movie scene goes viral,,,Dharmendra;Rajinikanth,https://indianexpress.com/article/entertainment/bollywood/rajinikanth-says-dharmendra-had-a-golden-heart-bollywood-legends-old-post-of-their-hilarious-movie-scene-goes-viral-10383984/
280,2025,Indian Express - Entertainment,280,"Rama Raju Mantena’s daughter Netra’s Udaipur wedding: Cost, business, net worth and guest list details",,,A post shared by The A-Cube Project ™️ (@thea3project),https://indianexpress.com/article/entertainment/bollywood/rama-raju-mantenas-daughter-netras-udaipur-wedding-cost-business-net-worth-and-guest-list-details-10382863/
281,2025,Indian Express - Entertainment,281,Sharmila Tagore says ‘ordinary man’ Dharmendra made her feel ‘safer’ on set: ‘Women didn’t have protection then’,,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/sharmila-tagore-says-ordinary-man-dharmendra-made-her-feel-safer-on-set-10383532/
282,2025,Indian Express - Entertainment,282,"Smriti Mandhana deletes wedding posts as marriage with Palash Muchhal postponed, sister Palak requests privacy",,,Smriti Mandhana,https://indianexpress.com/article/entertainment/bollywood/smriti-mandhana-deletes-wedding-posts-palash-muchhal-marriage-postponed-palak-muchhal-privacy-10384566/
283,2025,Indian Express - Entertainment,283,"When Hema Malini shared her love story with Dharmendra: ‘He was a very good-looking, straight forward, simple man’",,,Dharmendra;Dharmendra Hema Malini;Hema Malini,https://indianexpress.com/article/entertainment/bollywood/when-hema-malini-shared-her-love-story-with-dharmendra-he-was-a-straight-forward-simple-man-10383519/
284,2025,Indian Express - Entertainment,284,"Raj Kapoor’s Satyam Shivam Sundaram has objectification, sexism, and is patriarchal, and yet this GenZ loved Zeenat Aman-Shashi Kapoor film",,,Shashi Kapoor;zeenat aman,https://indianexpress.com/article/entertainment/bollywood/yes-raj-kapoors-satyam-shivam-sundaram-has-objectification-sexism-and-is-patriarchal-and-yet-this-genz-still-loved-zeenat-aman-shashi-kapoor-film-10370525/
285,2025,Indian Express - Entertainment,285,Zeenat Aman remembers ‘favourite co-star’ Dharmendra; says he offered warm comfort to her ‘introverted’ self: ‘He was with no pretences or guile’,,,A post shared by Zeenat Aman (@thezeenataman),https://indianexpress.com/article/entertainment/bollywood/zeenat-aman-remembers-favourite-co-star-dharmendra-says-he-offered-warm-comfort-to-her-introverted-self-10383816/
286,2025,Indian Express - Entertainment,286,"Made on Rs 60 lakh budget, Mohanlal and Priyadarshan’s comedy blockbuster was Malayalam cinema’s first Rs 5 cr grosser; producer had no faith as it had ‘no story’",,,Malayalam Cinema;Malayalam film industry;Mohanlal;Once Upon a Time in Mollywood;Priyadarshan,https://indianexpress.com/article/entertainment/malayalam/made-on-rs-60-lakh-budget-mohanlal-and-priyadarshan-film-kilukkam-was-malayalam-cinemas-first-rs-5-cr-grosser-10383217/
287,2025,Indian Express - Entertainment,287,"Ranbir Kapoor to make cameo appearance in Prabhas, Sandeep Reddy Vanga’s Spirit: report",,,A post shared by Sandeep Reddy Vanga (@sandeepreddy.vanga),https://indianexpress.com/article/entertainment/telugu/ranbir-kapoor-to-make-cameo-appearance-prabhas-sandeep-reddy-vanga-spirit-report-10384460/
288,2025,Indian Express - Entertainment,288,"What to watch on OTT: India’s official Oscar entry Homebound; and The Roses, powered Benedict Cumberbatch & Olivia Colman",,,Homebound;oscar,https://indianexpress.com/article/entertainment/web-series/what-to-watch-on-ott-indias-official-oscar-entry-homebound-and-the-roses-powered-benedict-cumberbatch-olivia-colman-10383847/
289,2025,Indian Express - Entertainment,289,"120 Bahadur vs Mastiii 4 box office collection day 3: Farhan Akhtar’s military drama earns over Rs 10 crore, enjoys edge over Vivek Oberoi film",,,120 Bahadur,https://indianexpress.com/article/entertainment/bollywood/120-bahadur-vs-mastiii-4-box-office-collection-day-3-farhan-akhtar-vivek-oberoi-10382567/
290,2025,Indian Express - Entertainment,290,"Aishwarya Rai said she never had a boyfriend, refused Aamir Khan ad, says Prahlad Kakkar: ‘How do I go before a man, behave like a woman?",,,Aamir Khan;aishwarya rai bachchan;Mahima Chaudhry,https://indianexpress.com/article/entertainment/bollywood/aishwarya-rai-said-she-never-had-a-boyfriend-refused-aamir-khan-ad-says-prahlad-kakkar-how-do-i-go-before-a-man-behave-like-a-woman-10382662/
291,2025,Indian Express - Entertainment,291,"Dharmendra dies at 89: The ‘macho’ hero who broke boundaries, gave India both Sholay and Satyakam",,,Bobby Deol;Dharmendra;Esha Deol;Hema Malini;Sunny Deol,https://indianexpress.com/article/entertainment/bollywood/dharmendra-death-news-legendary-actor-he-man-of-hindi-cinema-passes-away-at-age-of-89-10358456/
292,2025,Indian Express - Entertainment,292,"Dharmendra Death News Highlights: Sunny Deol, Hema Malini, Esha Deol bid emotional goodbye; Shah Rukh Khan, PM Modi pay tribute",,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/dharmendra-death-news-live-updates-bollywood-actor-dharmendra-passed-away-89-funeral-death-reason-news-10357439/
293,2025,Indian Express - Entertainment,293,"Dharmendra Funeral: Shah Rukh Khan, Amitabh Bachchan, Sanjay Dutt, Salman Khan pay their last respects",,,A post shared by Varinder Chawla (@varindertchawla),https://indianexpress.com/article/entertainment/bollywood/dharmendra-final-rites-amitabh-bachchan-aamir-khan-sanjay-dutt-salman-khan-pay-their-last-respect-10383056/
294,2025,Indian Express - Entertainment,294,"Dharmendra got his break after winning a magazine contest; Sholay, Chupke Chupke never fetched him an award",,,Bobby Deol;Dharmendra;Esha Deol;Hema Malini;Sunny Deol,https://indianexpress.com/article/entertainment/bollywood/dharmendra-got-his-break-after-winning-a-magazine-contest-sholay-chupke-chupke-never-fetched-him-an-award-10358845/
295,2025,Indian Express - Entertainment,295,Dharmendra Death Highlights: Amitabh Bachchan says ‘another giant has left us’; Saira Banu says ‘Dharam was ghar ka aadmi’,,,Dharamendra;Hema Malini;Sunny Deol,https://indianexpress.com/article/entertainment/bollywood/dharmendra-health-latest-update-security-tightened-near-dharmendras-residence-10383046/
296,2025,Indian Express - Entertainment,296,"Dharmendra lived in a garage during struggle in Mumbai, earned Rs 200 at a drilling firm: ‘I used to do overtime’",,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/dharmendra-lived-in-garage-earned-rs-200-drilling-company-10383285/
297,2025,Indian Express - Entertainment,297,Dharmendra married Hema Malini despite being father of four and married to Prakash Kaur; Meena Kumari was ‘crazy in love’ with him,,,,https://indianexpress.com/article/entertainment/bollywood/dharmendra-married-hema-malini-father-of-four-prakash-kaur-love-story-meena-kumari-10358647/
298,2025,Indian Express - Entertainment,298,"Dharmendra’s best movies: Bollywood’s ‘He-Man’ was unstoppable at the box office for decades, delivered more hits than Amitabh Bachchan, Shah Rukh",,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/dharmendra-movie-list-sholay-bandini-seeta-aur-geeta-unstoppable-box-office-more-hits-amitabh-bachchan-shah-rukh-10357628/
299,2025,Indian Express - Entertainment,299,"‘We need a hero, not a hockey player’: When Dharmendra was told he did not look like a hero, was rejected by producer who cast his son",,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/dharmendra-rejected-on-the-basis-of-his-looks-producer-cast-his-son-10383335/
300,2025,Indian Express - Entertainment,300,Dharmendra’s last film Ikkis trailer released: Actor plays the proud father of India’s youngest Param Vir Chakra awardee,,,A post shared by Maddock Films (@maddockfilms),https://indianexpress.com/article/entertainment/bollywood/dharmendras-last-film-ikkis-trailer-released-arun-khetarpal-watch-10382939/
301,2025,Indian Express - Entertainment,301,Jennifer Lopez turns Netra Mantena’s Udaipur wedding into a full-blown concert with bold outfits and hit tracks; Ram Charan attends. Watch,,,A post shared by Viral Bhayani (@viralbhayani),https://indianexpress.com/article/entertainment/bollywood/jennifer-lopez-turns-netra-mantenas-udaipur-wedding-into-a-full-blown-concert-with-bold-outfits-and-hit-tracks-ram-charan-attends-watch-10382583/
302,2025,Indian Express - Entertainment,302,"Palash Muchhal cried so much after Smriti Mandhana’s father fell ill, was hospitalised, says mom: ‘He decided to postpone wedding before Smriti’",,,Smriti Mandhana,https://indianexpress.com/article/entertainment/bollywood/palash-muchhal-cried-so-much-after-smriti-mandhanas-father-fell-ill-was-hospitalised-says-mom-10383008/
303,2025,Indian Express - Entertainment,303,"PM Modi pays tribute to Dharmendra, says he ‘brought charm and depth to every role’: ‘End of an era’",,,Dharmendra;Narendra Modi,https://indianexpress.com/article/entertainment/bollywood/pm-modi-pays-tribute-to-dharmendra-says-he-brought-charm-and-depth-to-every-role-end-of-an-era-10383248/
304,2025,Indian Express - Entertainment,304,Ranbir Kapoor slammed for ‘fake’ vegetarian claims for Ramayana as Netflix clip shows Kapoors feasting on mutton: what’s the truth?,,,Ranbir Kapoor,https://indianexpress.com/article/entertainment/bollywood/ranbir-kapoor-slammed-fake-claims-vegetarian-ramayan-as-kapoors-feast-mutton-fish-dining-with-kapoors-10382871/
305,2025,Indian Express - Entertainment,305,"‘Ranveer Singh’s last to leave a wedding; bride-groom want to go but he’s still dancing’: Amid viral Udaipur wedding videos, Akshay Kumar’s old video surfaces",,,Akshay Kumar;Donald Trump Jr;Ranveer Singh,https://indianexpress.com/article/entertainment/bollywood/ranveer-singh-last-leave-wedding-bride-groom-tired-he-dancing-viral-udaipur-wedding-videos-akshay-kumar-10382787/
306,2025,Indian Express - Entertainment,306,Salim Khan’s 90th birthday: Arpita Khan calls him her ‘galaxy’; Iulia Vantur describes Salman Khan’s father as her ‘favourite human’,,,A post shared by Arpita (@arpitakhansharma),https://indianexpress.com/article/entertainment/bollywood/salim-khan-90th-birthday-iulia-vantur-describes-salman-khan-father-as-her-favourite-human-10382828/
307,2025,Indian Express - Entertainment,307,"Sunny Deol looked ‘hurt’ whenever Dharmendra poured himself alcohol, made him feel ‘guilty’ for drinking: ‘He learnt from my mistakes’",,,Dharmendra;Hema Malini;Sunny Deol,https://indianexpress.com/article/entertainment/bollywood/sunny-deol-hurt-dharmendra-drank-alcohol-teetotaller-learnt-mistakes-dharmendra-dead-10383454/
308,2025,Indian Express - Entertainment,308,When Dharmendra revealed he longed for more time with sons Sunny and Bobby; opened up about his own father’s strictness: ‘Was scared to death’,,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/when-dharmendra-revealed-he-longed-for-more-time-with-sons-sunny-and-bobby-opened-up-about-his-own-fathers-strictness-was-scared-to-death-10383262/
309,2025,Indian Express - Entertainment,309,"When Hema Malini gave birth to daughters Esha Deol and Ahana, Dharmendra booked entire hospital to ‘protect his wife’",,,Dharmendra,https://indianexpress.com/article/entertainment/bollywood/when-hema-malini-gave-birth-to-esha-deol-dharmendra-booked-an-entire-hospital-to-protect-his-wife-10383377/
310,2025,Indian Express - Entertainment,310,"Udo Kier, legendary German actor and Lars von Trier’s most frequent collaborator, passes away at 81",,,,https://indianexpress.com/article/entertainment/hollywood/udo-kier-legendary-german-actor-and-lars-von-triers-most-frequent-collaborator-passes-away-at-81-10382620/
311,2025,Indian Express - Entertainment,311,"Kyunki Saas Bhi Kabhi Bahu Thi’s  Ashlesha Savant, Sandeep Baswana marry after 23 years of dating; Smriti Irani calls them ‘unconventional’",,,A post shared by Smriti Irani (@smritiiraniofficial),https://indianexpress.com/article/entertainment/television/kyunki-saas-bhi-kabhi-bahu-this-ashlesha-savant-sandeep-baswana-marry-after-23-years-of-dating-smriti-irani-calls-them-unconventional-10382676/
312,2025,Indian Express - Entertainment,312,"Two weeks before grand finale, Kunickaa Sadanand gets evicted from Salman Khan-hosted Bigg Boss 19",,,A post shared by Kunickaa Sadanand (@iam_kunickaasadanand),https://indianexpress.com/article/entertainment/television/two-weeks-before-grand-finale-kunickaa-sadanand-gets-evicted-from-salman-khan-hosted-bigg-boss-19-10381547/
